depth_m;density_kggm3
49.7;730.0499
49.8;731.8699
49.9;734.5999
50;734.5999
50.1;734.5999
50.2;734.5999
50.3;734.5999
50.4;734.5999
50.5;734.5999
50.6;734.5999
50.7;734.5999
50.8;734.5999
50.9;740.80999
51;741.5
51.1;741.5
51.2;741.5
51.3;741.5
51.4;741.5
51.5;741.5
51.6;741.5
51.7;741.5
51.8;741.5
51.9;745.41996
52;751.2999
52.1;751.2999
52.2;751.2999
52.3;751.2999
52.4;751.2999
52.5;751.2999
52.6;751.2999
52.7;751.2999
52.8;751.2999
52.9;753.1249
53;754.9499
53.1;754.9499
53.2;754.9499
53.3;754.9499
53.4;754.9499
53.5;754.9499
53.6;754.9499
53.7;754.9499
53.8;754.9499
53.9;751.48497
54;750
54.1;750
54.2;750
54.3;750
54.4;750
54.5;750
54.6;750
54.7;750
54.8;750
54.9;750.22
55;752.2
55.1;752.2
55.2;752.2
55.3;752.2
55.4;752.2
55.5;752.2
55.6;752.2
55.7;752.2
55.8;753.71
55.9;759.75
56;759.75
56.1;759.75
56.2;759.75
56.3;759.75
56.4;759.75
56.5;759.75
56.6;759.75
56.7;759.75
56.8;759.75
56.9;765.82992
57;767.3499
57.1;767.3499
57.2;767.3499
57.3;767.3499
57.4;767.3499
57.5;767.3499
57.6;767.3499
57.7;767.3499
57.8;766.70994
57.9;765.75
58;765.75
58.1;765.75
58.2;765.75
58.3;765.75
58.4;765.75
58.5;765.75
58.6;765.75
58.7;765.75
58.8;766.59
58.9;767.15
59;767.15
59.1;767.15
59.2;767.15
59.3;767.15
59.4;767.15
59.5;767.15
59.6;767.15
59.7;767.15
59.8;767.15
59.9;776.104545454545
60;NaN
